"totalTime","numInputGranules","totalGranuleSize","harmonyGdalAdapter","harmonyServiceExample","harmonyNetcdfToZarr","swotReproject","varSubsetter","sdsMaskfill","trajectorySubsetter","podaacConcise","podaacL2Subsetter","giovanniAdapter"
41.318,96,47.8906364440918,0,1,0,0,0,0,0,0,0,0
8.359,5,2.625657081604,0,1,0,0,0,0,0,0,0,0
16.059,33,16.9282855987549,0,1,0,0,0,0,0,0,0,0
10.465,19,9.18429279327393,0,1,0,0,0,0,0,0,0,0
16.932,25,12.1796035766602,0,1,0,0,0,0,0,0,0,0
31.442,69,34.8971519470215,0,1,0,0,0,0,0,0,0,0
17.545,36,18.0788164138794,0,1,0,0,0,0,0,0,0,0
37.434,88,44.4342746734619,0,1,0,0,0,0,0,0,0,0
18.706,32,16.6232261657715,0,1,0,0,0,0,0,0,0,0
40.151,97,48.1055498123169,0,1,0,0,0,0,0,0,0,0
21.658,44,22.7029008865356,0,1,0,0,0,0,0,0,0,0
24.958,48,24.1044387817383,0,1,0,0,0,0,0,0,0,0
25.678,54,27.0405473709106,0,1,0,0,0,0,0,0,0,0
28.032,61,30.2126178741455,0,1,0,0,0,0,0,0,0,0
38.357,97,48.1055498123169,0,1,0,0,0,0,0,0,0,0
30.824,80,40.6930322647095,0,1,0,0,0,0,0,0,0,0
27.542,67,33.2064733505249,0,1,0,0,0,0,0,0,0,0
29.238,60,29.9977045059204,0,1,0,0,0,0,0,0,0,0
32.93,81,40.9930200576782,0,1,0,0,0,0,0,0,0,0
29.921,78,39.0921697616577,0,1,0,0,0,0,0,0,0,0
33.401,74,37.6404104232788,0,1,0,0,0,0,0,0,0,0
35.513,85,42.3328199386597,0,1,0,0,0,0,0,0,0,0
43.439,96,47.8906364440918,0,1,0,0,0,0,0,0,0,0
16.872,27,13.8654441833496,0,1,0,0,0,0,0,0,0,0
19.28,45,22.9989805221558,0,1,0,0,0,0,0,0,0,0
6.668,7,3.29111194610596,0,1,0,0,0,0,0,0,0,0
16.057,36,18.0788164138794,0,1,0,0,0,0,0,0,0,0
35.717,81,40.9930200576782,0,1,0,0,0,0,0,0,0,0
29.495,69,34.8971519470215,0,1,0,0,0,0,0,0,0,0
13.754,21,10.8591346740723,0,1,0,0,0,0,0,0,0,0
15.586,29,14.5417337417603,0,1,0,0,0,0,0,0,0,0
15.846,25,12.1796035766602,0,1,0,0,0,0,0,0,0,0
36.107,88,44.4342746734619,0,1,0,0,0,0,0,0,0,0
21.939,30,14.9952077865601,0,1,0,0,0,0,0,0,0,0
14.283,20,10.5630474090576,0,1,0,0,0,0,0,0,0,0
8.399,3,1.96456050872803,0,1,0,0,0,0,0,0,0,0
16.679,24,11.9646902084351,0,1,0,0,0,0,0,0,0,0
25.686,40,20.4400835037231,0,1,0,0,0,0,0,0,0,0
57.125,97,48.1055498123169,0,1,0,0,0,0,0,0,0,0
15.562,26,13.5640001296997,0,1,0,0,0,0,0,0,0,0
41.737,97,48.1055498123169,0,1,0,0,0,0,0,0,0,0
37.097,93,46.8782777786255,0,1,0,0,0,0,0,0,0,0
36.264,91,45.3087577819824,0,1,0,0,0,0,0,0,0,0
28.667,59,29.5475053787231,0,1,0,0,0,0,0,0,0,0
35.346,85,42.3328199386597,0,1,0,0,0,0,0,0,0,0
8.308,3,1.96456050872803,0,1,0,0,0,0,0,0,0,0
20.112,48,24.1044387817383,0,1,0,0,0,0,0,0,0,0
26.585,63,31.8799114227295,0,1,0,0,0,0,0,0,0,0
9.388,19,9.18429279327393,0,1,0,0,0,0,0,0,0,0
14.178,21,10.8591346740723,0,1,0,0,0,0,0,0,0,0
26.71,58,29.3411550521851,0,1,0,0,0,0,0,0,0,0
27.026,61,30.2126178741455,0,1,0,0,0,0,0,0,0,0
25.243,57,28.9122886657715,0,1,0,0,0,0,0,0,0,0
6.428,2,1.66737365722656,0,1,0,0,0,0,0,0,0,0
34.637,86,43.7043523788452,0,1,0,0,0,0,0,0,0,0
14.327,23,11.5130786895752,0,1,0,0,0,0,0,0,0,0
5.376,2,1.66737365722656,0,1,0,0,0,0,0,0,0,0
37.022,84,42.1179103851318,0,1,0,0,0,0,0,0,0,0
18.077,35,17.6267700195312,0,1,0,0,0,0,0,0,0,0
10.046,23,11.5130786895752,0,1,0,0,0,0,0,0,0,0
34.042,72,36.0350618362427,0,1,0,0,0,0,0,0,0,0
11.359,18,8.96937942504883,0,1,0,0,0,0,0,0,0,0
13.199,24,11.9646902084351,0,1,0,0,0,0,0,0,0,0
18.19,33,16.9282855987549,0,1,0,0,0,0,0,0,0,0
32.026,80,40.6930322647095,0,1,0,0,0,0,0,0,0,0
14.25,27,13.8654441833496,0,1,0,0,0,0,0,0,0,0
4.962,4,2.41291904449463,0,1,0,0,0,0,0,0,0,0
38.82,85,42.3328199386597,0,1,0,0,0,0,0,0,0,0
26.136,60,29.9977045059204,0,1,0,0,0,0,0,0,0,0
13.483,26,13.5640001296997,0,1,0,0,0,0,0,0,0,0
39.425,93,46.8782777786255,0,1,0,0,0,0,0,0,0,0
16.284,31,15.2101211547852,0,1,0,0,0,0,0,0,0,0
46.224,88,44.4342746734619,0,1,0,0,0,0,0,0,0,0
31.829,53,26.5912418365479,0,1,0,0,0,0,0,0,0,0
5.705,2,1.66737365722656,0,1,0,0,0,0,0,0,0,0
30.502,44,22.7029008865356,0,1,0,0,0,0,0,0,0,0
33.356,66,32.9915637969971,0,1,0,0,0,0,0,0,0,0
47.921,75,37.9453887939453,0,1,0,0,0,0,0,0,0,0
11.21,13,6.24829578399658,0,1,0,0,0,0,0,0,0,0
37.94,72,36.0350618362427,0,1,0,0,0,0,0,0,0,0
48.343,62,31.5827350616455,0,1,0,0,0,0,0,0,0,0
32.868,47,23.6528959274292,0,1,0,0,0,0,0,0,0,0
64.82,97,48.1055498123169,0,1,0,0,0,0,0,0,0,0
27.633,33,16.9282855987549,0,1,0,0,0,0,0,0,0,0
52.669,79,39.3070831298828,0,1,0,0,0,0,0,0,0,0
7.708,8,4.65750026702881,0,1,0,0,0,0,0,0,0,0
6.653,5,2.625657081604,0,1,0,0,0,0,0,0,0,0
57.072,77,38.6379175186157,0,1,0,0,0,0,0,0,0,0
20.251,16,8.31612777709961,0,1,0,0,0,0,0,0,0,0
30.047,35,17.6267700195312,0,1,0,0,0,0,0,0,0,0
14.411,14,7.60907745361328,0,1,0,0,0,0,0,0,0,0
9.4,7,3.29111194610596,0,1,0,0,0,0,0,0,0,0
31.823,30,14.9952077865601,0,1,0,0,0,0,0,0,0,0
68.481,22,11.302188873291,0,1,0,0,0,0,0,0,0,0
9.596,3,1.96456050872803,0,1,0,0,0,0,0,0,0,0
11.721,11,5.58317852020264,0,1,0,0,0,0,0,0,0,0
26.325,53,26.5912418365479,0,1,0,0,0,0,0,0,0,0
48.272,97,48.1055498123169,0,1,0,0,0,0,0,0,0,0
20.997,39,19.9796504974365,0,1,0,0,0,0,0,0,0,0
15.933,26,13.5640001296997,0,1,0,0,0,0,0,0,0,0
7.475,6,3.07620239257812,0,1,0,0,0,0,0,0,0,0
26.631,59,29.5475053787231,0,1,0,0,0,0,0,0,0,0
40.313,80,40.6930322647095,0,1,0,0,0,0,0,0,0,0
40.602,88,44.4342746734619,0,1,0,0,0,0,0,0,0,0
29.19,45,22.9989805221558,0,1,0,0,0,0,0,0,0,0
28.728,52,26.3872871398926,0,1,0,0,0,0,0,0,0,0
20.911,31,15.2101211547852,0,1,0,0,0,0,0,0,0,0
62.305,94,47.2688093185425,0,1,0,0,0,0,0,0,0,0
23.119,56,28.6218070983887,0,1,0,0,0,0,0,0,0,0
19.131,36,18.0788164138794,0,1,0,0,0,0,0,0,0,0
8.994,16,8.31612777709961,0,1,0,0,0,0,0,0,0,0
23.216,52,26.3872871398926,0,1,0,0,0,0,0,0,0,0
13.36,28,14.3258647918701,0,1,0,0,0,0,0,0,0,0
8.053,9,4.94799900054932,0,1,0,0,0,0,0,0,0,0
16.526,30,14.9952077865601,0,1,0,0,0,0,0,0,0,0
15.275,34,17.406174659729,0,1,0,0,0,0,0,0,0,0
18.522,46,23.4420022964478,0,1,0,0,0,0,0,0,0,0
19.606,39,19.9796504974365,0,1,0,0,0,0,0,0,0,0
16.041,30,14.9952077865601,0,1,0,0,0,0,0,0,0,0
36.543,86,43.7043523788452,0,1,0,0,0,0,0,0,0,0
10.61,15,7.89659976959229,0,1,0,0,0,0,0,0,0,0
35.425,87,43.9979190826416,0,1,0,0,0,0,0,0,0,0
14.024,23,11.5130786895752,0,1,0,0,0,0,0,0,0,0
9.081,14,7.60907745361328,0,1,0,0,0,0,0,0,0,0
26.066,67,33.2064733505249,0,1,0,0,0,0,0,0,0,0
26.727,60,29.9977045059204,0,1,0,0,0,0,0,0,0,0
26.508,64,32.3282642364502,0,1,0,0,0,0,0,0,0,0
26.135,64,32.3282642364502,0,1,0,0,0,0,0,0,0,0
23.239,54,27.0405473709106,0,1,0,0,0,0,0,0,0,0
7.994,3,1.96456050872803,0,1,0,0,0,0,0,0,0,0
15.602,28,14.3258647918701,0,1,0,0,0,0,0,0,0,0
11.98,23,11.5130786895752,0,1,0,0,0,0,0,0,0,0
13.658,29,14.5417337417603,0,1,0,0,0,0,0,0,0,0
23.05,53,26.5912418365479,0,1,0,0,0,0,0,0,0,0
23.812,58,29.3411550521851,0,1,0,0,0,0,0,0,0,0
29.566,59,29.5475053787231,0,1,0,0,0,0,0,0,0,0
21.122,45,22.9989805221558,0,1,0,0,0,0,0,0,0,0
18.387,41,20.6559476852417,0,1,0,0,0,0,0,0,0,0
10.694,9,4.94799900054932,0,1,0,0,0,0,0,0,0,0
36.111,87,43.9979190826416,0,1,0,0,0,0,0,0,0,0
39.217,81,40.9930200576782,0,1,0,0,0,0,0,0,0,0
26.498,63,31.8799114227295,0,1,0,0,0,0,0,0,0,0
45.712,88,44.4342746734619,0,1,0,0,0,0,0,0,0,0
54.545,97,48.1055498123169,0,1,0,0,0,0,0,0,0,0
24.822,50,25.6802139282227,0,1,0,0,0,0,0,0,0,0
51.65,76,38.4181928634644,0,1,0,0,0,0,0,0,0,0
30.053,45,22.9989805221558,0,1,0,0,0,0,0,0,0,0
46.751,84,42.1179103851318,0,1,0,0,0,0,0,0,0,0
43.125,80,40.6930322647095,0,1,0,0,0,0,0,0,0,0
20.125,35,17.6267700195312,0,1,0,0,0,0,0,0,0,0
65.087,96,47.8906364440918,0,1,0,0,0,0,0,0,0,0
57.593,96,47.8906364440918,0,1,0,0,0,0,0,0,0,0
35.551,62,31.5827350616455,0,1,0,0,0,0,0,0,0,0
10.889,12,6.03338241577148,0,1,0,0,0,0,0,0,0,0
25.837,43,21.3243532180786,0,1,0,0,0,0,0,0,0,0
8.581,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
54.915,91,45.3087577819824,0,1,0,0,0,0,0,0,0,0
19.843,25,12.1796035766602,0,1,0,0,0,0,0,0,0,0
29.725,48,24.1044387817383,0,1,0,0,0,0,0,0,0,0
44.971,86,43.7043523788452,0,1,0,0,0,0,0,0,0,0
33.633,51,25.9677391052246,0,1,0,0,0,0,0,0,0,0
25.348,43,21.3243532180786,0,1,0,0,0,0,0,0,0,0
28.379,46,23.4420022964478,0,1,0,0,0,0,0,0,0,0
19.064,28,14.3258647918701,0,1,0,0,0,0,0,0,0,0
24.373,41,20.6559476852417,0,1,0,0,0,0,0,0,0,0
17.849,25,12.1796035766602,0,1,0,0,0,0,0,0,0,0
51.456,91,45.3087577819824,0,1,0,0,0,0,0,0,0,0
19.73,30,14.9952077865601,0,1,0,0,0,0,0,0,0,0
101.218,96,47.8906364440918,0,1,0,0,0,0,0,0,0,0
9.477,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
45.206,97,48.1055498123169,0,1,0,0,0,0,0,0,0,0
10.095,8,4.65750026702881,0,1,0,0,0,0,0,0,0,0
5.859,4,2.41291904449463,0,1,0,0,0,0,0,0,0,0
13.027,24,11.9646902084351,0,1,0,0,0,0,0,0,0,0
40.69,75,37.9453887939453,0,1,0,0,0,0,0,0,0,0
10.856,11,5.58317852020264,0,1,0,0,0,0,0,0,0,0
19.716,40,20.4400835037231,0,1,0,0,0,0,0,0,0,0
27.071,58,29.3411550521851,0,1,0,0,0,0,0,0,0,0
45.167,96,47.8906364440918,0,1,0,0,0,0,0,0,0,0
32.462,70,35.3636159896851,0,1,0,0,0,0,0,0,0,0
13.008,22,11.302188873291,0,1,0,0,0,0,0,0,0,0
27.555,59,29.5475053787231,0,1,0,0,0,0,0,0,0,0
30.699,63,31.8799114227295,0,1,0,0,0,0,0,0,0,0
31.819,66,32.9915637969971,0,1,0,0,0,0,0,0,0,0
34.795,70,35.3636159896851,0,1,0,0,0,0,0,0,0,0
9.648,5,2.625657081604,0,1,0,0,0,0,0,0,0,0
19.698,35,17.6267700195312,0,1,0,0,0,0,0,0,0,0
19.83,34,17.406174659729,0,1,0,0,0,0,0,0,0,0
38.531,63,31.8799114227295,0,1,0,0,0,0,0,0,0,0
49.573,97,48.1055498123169,0,1,0,0,0,0,0,0,0,0
31.008,55,27.2554607391357,0,1,0,0,0,0,0,0,0,0
19.288,36,18.0788164138794,0,1,0,0,0,0,0,0,0,0
37.29,82,41.4498949050903,0,1,0,0,0,0,0,0,0,0
30.819,71,35.5811939239502,0,1,0,0,0,0,0,0,0,0
11.168,10,5.37686538696289,0,1,0,0,0,0,0,0,0,0
20.99,40,20.4400835037231,0,1,0,0,0,0,0,0,0,0
42.278,86,43.7043523788452,0,1,0,0,0,0,0,0,0,0
34.78,72,36.0350618362427,0,1,0,0,0,0,0,0,0,0
33.88,70,35.3636159896851,0,1,0,0,0,0,0,0,0,0
20.993,42,21.1094398498535,0,1,0,0,0,0,0,0,0,0
15.273,30,14.9952077865601,0,1,0,0,0,0,0,0,0,0
34.692,73,36.2499713897705,0,1,0,0,0,0,0,0,0,0
32.451,62,31.5827350616455,0,1,0,0,0,0,0,0,0,0
16.499,25,12.1796035766602,0,1,0,0,0,0,0,0,0,0
12.9,17,8.52008247375488,0,1,0,0,0,0,0,0,0,0
38.461,84,42.1179103851318,0,1,0,0,0,0,0,0,0,0
9.334,8,4.65750026702881,0,1,0,0,0,0,0,0,0,0
21.39,45,22.9989805221558,0,1,0,0,0,0,0,0,0,0
15.744,15,7.89659976959229,0,1,0,0,0,0,0,0,0,0
42.246,37,18.2937259674072,0,1,0,0,0,0,0,0,0,0
72.55,97,48.1055498123169,0,1,0,0,0,0,0,0,0,0
77.089,89,44.6429033279419,0,1,0,0,0,0,0,0,0,0
24.101,29,14.5417337417603,0,1,0,0,0,0,0,0,0,0
34.022,50,25.6802139282227,0,1,0,0,0,0,0,0,0,0
49.575,75,37.9453887939453,0,1,0,0,0,0,0,0,0,0
83.099,88,44.4342746734619,0,1,0,0,0,0,0,0,0,0
83.003,82,41.4498949050903,0,1,0,0,0,0,0,0,0,0
8.333,6,3.07620239257812,0,1,0,0,0,0,0,0,0,0
83.53,75,37.9453887939453,0,1,0,0,0,0,0,0,0,0
38.661,35,17.6267700195312,0,1,0,0,0,0,0,0,0,0
32.505,32,16.6232261657715,0,1,0,0,0,0,0,0,0,0
43.589,36,18.0788164138794,0,1,0,0,0,0,0,0,0,0
88.145,97,48.1055498123169,0,1,0,0,0,0,0,0,0,0
77.496,63,31.8799114227295,0,1,0,0,0,0,0,0,0,0
55.634,49,24.3193521499634,0,1,0,0,0,0,0,0,0,0
70.025,67,33.2064733505249,0,1,0,0,0,0,0,0,0,0
50.141,43,21.3243532180786,0,1,0,0,0,0,0,0,0,0
40.647,33,16.9282855987549,0,1,0,0,0,0,0,0,0,0
104.465,95,47.4598569869995,0,1,0,0,0,0,0,0,0,0
69.419,67,33.2064733505249,0,1,0,0,0,0,0,0,0,0
116.222,53,26.5912418365479,0,1,0,0,0,0,0,0,0,0
117.576,50,25.6802139282227,0,1,0,0,0,0,0,0,0,0
121.189,53,26.5912418365479,0,1,0,0,0,0,0,0,0,0
147.22,91,45.3087577819824,0,1,0,0,0,0,0,0,0,0
